Li-Fraumeni_Syndrome,Aging__Premature Fever Body_Weight Birth_Weight Fetal_Weight Overweight Headache Vision_Disorders Nausea Vomiting Virilism
Bone_Diseases,Aging__Premature Fever Fever_of_Unknown_Origin Body_Weight Birth_Weight Weight_Gain Weight_Loss Cachexia Overweight Obesity Obesity__Morbid Cyanosis Edema Hydrops_Fetalis Eye_Manifestations Fatigue Hypergammaglobulinemia Intermittent_Claudication Mobility_Limitation Neurologic_Manifestations Cerebrospinal_Fluid_Otorrhea Cerebrospinal_Fluid_Rhinorrhea Ataxia Cerebellar_Ataxia Torticollis Myoclonus Language_Disorders Speech_Disorders Mutism Unconsciousness Mental_Retardation Phantom_Limb Psychomotor_Disorders Muscle_Cramp Muscle_Spasticity Muscle_Hypotonia Muscle_Weakness Muscular_Atrophy Myotonia Spasm Trismus Tetany Pain Back_Pain Low_Back_Pain Facial_Pain Headache Neck_Pain Neuralgia Sciatica Pain__Intractable Paralysis Facial_Paralysis Hemiplegia Ophthalmoplegia Paraplegia Quadriplegia Psychophysiologic_Disorders Pupil_Disorders Reflex__Abnormal Seizures Sensation_Disorders Dizziness Hearing_Disorders Hearing_Loss Deafness Hearing_Loss__Bilateral Hearing_Loss__Conductive Hearing_Loss__Mixed_Conductive-Sensorineural Hearing_Loss__Sensorineural Tinnitus Hyperalgesia Hyperesthesia Hypesthesia Paresthesia Taste_Disorders Vision_Disorders Blindness Amaurosis_Fugax Sleep_Disorders Vertigo Voice_Disorders Hoarseness Oral_Manifestations Abdominal_Pain Abdomen__Acute Arthralgia Shoulder_Pain Chest_Pain Angina_Pectoris Earache Toothache Pain__Postoperative Pelvic_Pain Constipation Diarrhea Diarrhea__Infantile Nausea Vomiting Anoxia Cough Dyspnea Skin_Manifestations Cafe-au-Lait_Spots Jaundice Jaundice__Obstructive Purpura Purpura__Hyperglobulinemic Purpura__Thrombocytopenic Purpura__Thrombotic_Thrombocytopenic Hypercalciuria Polyuria Proteinuria Albuminuria
Bone_Diseases_Developmental,Aging__Premature Fever_of_Unknown_Origin Body_Weight Birth_Weight Overweight Obesity Obesity__Morbid Thinness Cyanosis Edema Hydrops_Fetalis Eye_Manifestations Hypergammaglobulinemia Intermittent_Claudication Neurologic_Manifestations Cerebrospinal_Fluid_Otorrhea Ataxia Cerebellar_Ataxia Athetosis Dystonia Torticollis Gait_Disorders__Neurologic Language_Development_Disorders Speech_Disorders Learning_Disorders Mental_Retardation Psychomotor_Disorders Muscle_Hypertonia Muscle_Rigidity Muscle_Spasticity Muscle_Hypotonia Muscle_Weakness Muscular_Atrophy Spasm Tetany Pain Back_Pain Low_Back_Pain Facial_Pain Headache Sciatica Facial_Paralysis Hemiplegia Paraplegia Quadriplegia Paresis Psychophysiologic_Disorders Reflex__Abnormal Seizures Hearing_Disorders Hearing_Loss Deafness Hearing_Loss__Bilateral Hearing_Loss__Conductive Hearing_Loss__Mixed_Conductive-Sensorineural Hearing_Loss__Sensorineural Hearing_Loss__Central Olfaction_Disorders Paresthesia Vision_Disorders Amblyopia Blindness Color_Vision_Defects Scotoma Urinary_Bladder__Neurogenic Oral_Manifestations Arthralgia Shoulder_Pain Pain__Postoperative Diarrhea Diarrhea__Infantile Halitosis Anoxia Cough Dyspnea Hypercapnia Mouth_Breathing Respiratory_Sounds Skin_Manifestations Cafe-au-Lait_Spots Purpura Purpura__Thrombocytopenic Proteinuria Urinary_Incontinence Hirsutism
Cockayne_Syndrome,Aging__Premature Weight_Loss Emaciation Cachexia Ataxia Cerebellar_Ataxia Hyperkinesis Mental_Retardation Muscular_Atrophy Seizures Hearing_Loss Deafness Hearing_Loss__High-Frequency Hearing_Loss__Sensorineural Vision_Disorders Photophobia
Bone_Diseases_Metabolic,Aging__Premature Body_Weight Birth_Weight Weight_Gain Weight_Loss Cachexia Overweight Obesity Obesity__Morbid Thinness Edema Hydrops_Fetalis Fatigue Feminization Intermittent_Claudication Mobility_Limitation Hypokinesia Gait_Disorders__Neurologic Mental_Retardation Muscle_Spasticity Muscle_Hypotonia Muscle_Weakness Muscular_Atrophy Tetany Pain Back_Pain Low_Back_Pain Facial_Pain Sciatica Hemiplegia Paraplegia Quadriplegia Paresis Seizures Dizziness Deafness Hearing_Loss__Bilateral Hearing_Loss__Conductive Vision_Disorders Vertigo Arthralgia Chest_Pain Bulimia Vomiting Anoxia Pruritus Hypercalciuria Proteinuria Albuminuria
Osteoporosis,Aging__Premature Asthenia Fever Body_Weight Birth_Weight Weight_Gain Weight_Loss Emaciation Cachexia Overweight Obesity Obesity__Morbid Thinness Cyanosis Edema Eye_Manifestations Fatigue Flushing Hot_Flashes Hypergammaglobulinemia Mobility_Limitation Neurologic_Manifestations Hypokinesia Tremor Gait_Disorders__Neurologic Confusion Delirium Persistent_Vegetative_State Memory_Disorders Mental_Retardation Phantom_Limb Muscle_Rigidity Muscle_Spasticity Muscle_Hypotonia Muscle_Weakness Muscular_Atrophy Sarcopenia Tetany Pain Back_Pain Low_Back_Pain Facial_Pain Headache Neck_Pain Neuralgia Sciatica Pain__Intractable Paralysis Facial_Paralysis Hemiplegia Paraplegia Quadriplegia Paresis Psychophysiologic_Disorders Horner_Syndrome Seizures Sensation_Disorders Dizziness Hearing_Disorders Hearing_Loss Deafness Hearing_Loss__Conductive Hearing_Loss__Sensorineural Presbycusis Hyperalgesia Paresthesia Vision_Disorders Blindness Vision__Low Sleep_Disorders Vertigo Voice_Disorders Oral_Manifestations Abdominal_Pain Colic Arthralgia Shoulder_Pain Chest_Pain Angina_Pectoris Pain__Postoperative Pelvic_Pain Anorexia Constipation Diarrhea Dyspepsia Heartburn Bulimia Nausea Postoperative_Nausea_and_Vomiting Vomiting Anoxia Apnea Cough Dyspnea Hypercapnia Snoring Skin_Manifestations Jaundice Pruritus Purpura Purpura__Hyperglobulinemic Purpura__Thrombocytopenic__Idiopathic Hypercalciuria Prostatism Proteinuria Urinary_Incontinence Urinary_Incontinence__Stress Virilism Hirsutism
Spinal_Diseases,Aging__Premature Asthenia Fever Fever_of_Unknown_Origin Body_Weight Overweight Obesity Obesity__Morbid Thinness Cyanosis Edema Eye_Manifestations Fatigue Flushing Heart_Murmurs Intermittent_Claudication Mobility_Limitation Neurologic_Manifestations Cerebrospinal_Fluid_Rhinorrhea Dyskinesias Ataxia Gait_Ataxia Athetosis Dystonia Torticollis Myoclonus Tremor Gait_Disorders__Neurologic Meningism Aphasia Confusion Delirium Coma Syncope Mental_Retardation Phantom_Limb Psychomotor_Disorders Muscle_Cramp Muscle_Hypertonia Muscle_Rigidity Muscle_Spasticity Muscle_Hypotonia Muscle_Weakness Muscular_Atrophy Myotonia Spasm Pain Back_Pain Low_Back_Pain Facial_Pain Headache Neck_Pain Neuralgia Sciatica Pain__Intractable Pain__Referred Paralysis Hemiplegia Ophthalmoplegia Paraplegia Brown-Sequard_Syndrome Quadriplegia Respiratory_Paralysis Vocal_Cord_Paralysis Paresis Paraparesis Paraparesis__Spastic Psychophysiologic_Disorders Horner_Syndrome Reflex__Abnormal Seizures Sensation_Disorders Dizziness Hearing_Disorders Hearing_Loss Deafness Hearing_Loss__Sensorineural Hearing_Loss__Sudden Tinnitus Hyperalgesia Hyperesthesia Hypesthesia Paresthesia Taste_Disorders Vision_Disorders Amblyopia Blindness Diplopia Scotoma Sleep_Disorders Urinary_Bladder__Neurogenic Vertigo Voice_Disorders Abdominal_Pain Abdomen__Acute Arthralgia Shoulder_Pain Chest_Pain Angina_Pectoris Earache Flank_Pain Pain__Postoperative Dysmenorrhea Constipation Diarrhea Dyspepsia Flatulence Nausea Vomiting Hematemesis Anoxia Cheyne-Stokes_Respiration Cough Dyspnea Hypercapnia Hypoventilation Mouth_Breathing Snoring Skin_Manifestations Jaundice Pruritus Purpura__Thrombocytopenic Albuminuria Urinary_Incontinence Urinary_Incontinence__Stress
Scoliosis,Aging__Premature Body_Weight Birth_Weight Weight_Loss Overweight Obesity Obesity__Morbid Thinness Cardiac_Output__Low Cyanosis Edema Eye_Manifestations Fatigue Heart_Murmurs Mobility_Limitation Motion_Sickness Neurologic_Manifestations Ataxia Gait_Ataxia Dystonia Torticollis Tremor Gait_Disorders__Neurologic Language_Disorders Speech_Disorders Learning_Disorders Mental_Retardation Phantom_Limb Psychomotor_Disorders Muscle_Rigidity Muscle_Spasticity Muscle_Hypotonia Muscle_Weakness Muscular_Atrophy Spasm Pain Back_Pain Low_Back_Pain Headache Labor_Pain Neck_Pain Sciatica Pain__Intractable Paralysis Facial_Paralysis Hemiplegia Ophthalmoplegia Ophthalmoplegia__Chronic_Progressive_External Paraplegia Quadriplegia Respiratory_Paralysis Paresis Paraparesis Psychophysiologic_Disorders Horner_Syndrome Reflex__Abnormal Seizures Sensation_Disorders Hearing_Disorders Hearing_Loss Deafness Hearing_Loss__Sensorineural Hypesthesia Paresthesia Vision_Disorders Blindness Sleep_Disorders Urinary_Bladder__Neurogenic Abdominal_Pain Angina_Pectoris Pain__Postoperative Anorexia Vomiting Hematemesis Anoxia Apnea Cough Dyspnea Hypercapnia Hypoventilation Mouth_Breathing Skin_Manifestations Cafe-au-Lait_Spots Hirsutism
Jaw_Edentulous,Aging__Premature Overweight Obesity Speech_Disorders Articulation_Disorders Mental_Retardation Psychomotor_Disorders Muscular_Atrophy Pain Facial_Pain Neuralgia Reflex__Abnormal Tinnitus Paresthesia Dyspepsia Gagging Snoring
Joint_Diseases,Aging__Premature Asthenia Fever Fever_of_Unknown_Origin Body_Weight Weight_Gain Weight_Loss Obesity Obesity__Morbid Edema Eye_Manifestations Fatigue Heart_Murmurs Hypergammaglobulinemia Intermittent_Claudication Mobility_Limitation Neurologic_Manifestations Dyskinesias Ataxia Chorea Dystonia Torticollis Tremor Gait_Disorders__Neurologic Confusion Unconsciousness Coma Syncope__Vasovagal Amnesia Mental_Retardation Psychomotor_Disorders Muscle_Cramp Muscle_Rigidity Muscle_Spasticity Muscle_Hypotonia Muscle_Weakness Muscular_Atrophy Myotonia Spasm Trismus Tetany Pain Back_Pain Low_Back_Pain Facial_Pain Headache Neck_Pain Neuralgia Sciatica Pain__Intractable Paralysis Hemiplegia Supranuclear_Palsy__Progressive Paraplegia Quadriplegia Vocal_Cord_Paralysis Paraparesis__Spastic Psychophysiologic_Disorders Pupil_Disorders Reflex__Abnormal Seizures Dizziness Hearing_Disorders Hearing_Loss Deafness Hearing_Loss__Bilateral Hearing_Loss__Conductive Hearing_Loss__Sensorineural Tinnitus Somatosensory_Disorders Hyperesthesia Hypesthesia Paresthesia Vision_Disorders Blindness Vertigo Voice_Disorders Oral_Manifestations Abdominal_Pain Abdomen__Acute Colic Arthralgia Shoulder_Pain Chest_Pain Angina_Pectoris Flank_Pain Pain__Postoperative Pelvic_Pain Constipation Diarrhea Heartburn Nausea Vomiting Anoxia Cough Hemoptysis Respiratory_Sounds Skin_Manifestations Ecchymosis Jaundice Pruritus Purpura Purpura__Hyperglobulinemic Purpura__Schoenlein-Henoch Purpura__Thrombocytopenic Proteinuria Albuminuria
Arthritis_Rheumatoid,Aging__Premature Asthenia Fever Fever_of_Unknown_Origin Body_Weight Birth_Weight Weight_Gain Weight_Loss Emaciation Cachexia Overweight Obesity Thinness Cardiac_Output__Low Chills Cyanosis Edema Hydrops_Fetalis Eye_Manifestations Fatigue Flushing Hypergammaglobulinemia Intermittent_Claudication Mobility_Limitation Neurologic_Manifestations Ataxia Chorea Torticollis Hypokinesia Myoclonus Tremor Gait_Disorders__Neurologic Speech_Disorders Aphasia Articulation_Disorders Dysarthria Confusion Delirium Consciousness_Disorders Coma Syncope Syncope__Vasovagal Memory_Disorders Mental_Retardation Perceptual_Disorders Agnosia Hallucinations Phantom_Limb Psychomotor_Disorders Fasciculation Muscle_Cramp Muscle_Rigidity Muscle_Spasticity Muscle_Hypotonia Muscle_Weakness Muscular_Atrophy Sarcopenia Spasm Tetany Pain Back_Pain Low_Back_Pain Facial_Pain Headache Metatarsalgia Neck_Pain Neuralgia Neuralgia__Postherpetic Sciatica Pain__Intractable Pain__Referred Paralysis Facial_Paralysis Hemiplegia Ophthalmoplegia Supranuclear_Palsy__Progressive Paraplegia Brown-Sequard_Syndrome Quadriplegia Vocal_Cord_Paralysis Paresis Paraparesis Psychophysiologic_Disorders Pupil_Disorders Horner_Syndrome Reflex__Abnormal Seizures Sensation_Disorders Dizziness Hearing_Disorders Hearing_Loss Deafness Hearing_Loss__Bilateral Hearing_Loss__Conductive Hearing_Loss__High-Frequency Hearing_Loss__Sensorineural Hearing_Loss__Noise-Induced Tinnitus Olfaction_Disorders Hyperalgesia Hyperesthesia Hypesthesia Paresthesia Taste_Disorders Ageusia Dysgeusia Vision_Disorders Amblyopia Blindness Color_Vision_Defects Diplopia Hemianopsia Photophobia Scotoma Vision__Low Sleep_Disorders Sleep_Deprivation Urinary_Bladder__Neurogenic Vertigo Voice_Disorders Aphonia Hoarseness Oral_Manifestations Oral_Hemorrhage Abdominal_Pain Abdomen__Acute Colic Arthralgia Shoulder_Pain Chest_Pain Angina_Pectoris Acute_Coronary_Syndrome Angina__Unstable Pain__Postoperative Pelvic_Pain Dysmenorrhea Anorexia Constipation Diarrhea Dyspepsia Heartburn Nausea Vomiting Hematemesis Hyperemesis_Gravidarum Anoxia Apnea Cough Dyspnea Hemoptysis Hyperventilation Respiratory_Sounds Snoring Skin_Manifestations Ecchymosis Jaundice Pruritus Purpura Purpura_Fulminans Purpura__Hyperglobulinemic Purpura__Schoenlein-Henoch Purpura__Thrombocytopenic Purpura__Thrombocytopenic__Idiopathic Purpura__Thrombotic_Thrombocytopenic Proteinuria Albuminuria Hemoglobinuria Urinary_Incontinence Urinary_Incontinence__Stress Hirsutism
